#,Label,Message
118871,"Company Business, Strategy, etc.","Judge asked everyone to consider how to ""Share the Pain"" for Thursday's 
meeting and said not to expect any ""win:win"" scenario. His view is that FERC 
is better than the CA legislature or bankruptcy court.
His focus will be on Wolak proposal to share the pain, as submitted in 
12/1/00 comments to FERC -- forces all sellers to CA to sell most of its 
supply (either generation or marketer offers) as cost-based rates in forward 
contracts, or lose ability to sell at market-based rates.  Generators oppose 
this, I believe.
Enron planning to continue low profile but to discuss options with ENA."
120289,"Company Business, Strategy, etc.","+-------------------------------------------------------------+
| This message may contain confidential and/or privileged     |
| information.  If you are not the addressee or authorized to |
| receive this for the addressee, you must not use, copy,     |
| disclose or take any action based on this message or any    |
| information herein.  If you have received this message in   |
| error, please advise the sender immediately by reply e-mail |
| and delete this message.  Thank you for your cooperation.   |
+-------------------------------------------------------------+
 - 10209 zxd414.ppt"
120513,"Company Business, Strategy, etc.","In the press, I saw two news stories that I wondered if we (Enron) had any 
role/hand in, and what was the offical ""spin"" in both cases.  1)  The FERC 
Order requiring something like 55-65 million dollars in refunds by generators 
(or did it include traders) for overcharging in California in December, if I 
recall my facts/news stories correctly, and 2) the reports of 40 companies 
entering into 10-year contracts with California (touted by Davis).  Was Enron 
a contracting party?  Do we think this is a good solution (I think I know the 
answer, but defer to your lead on this, so we stay on your message)?  thanks  
mcs
"
120514,"Company Business, Strategy, etc.","In the press, I saw two news stories that I wondered if we (Enron) had any 
role/hand in, and what was the offical ""spin"" in both cases.  1)  The FERC 
Order requiring something like 55-65 million dollars in refunds by generators 
(or did it include traders) for overcharging in California in December, if I 
recall my facts/news stories correctly, and 2) the reports of 40 companies 
entering into 10-year contracts with California (touted by Davis).  Was Enron 
a contracting party?  Do we think this is a good solution (I think I know the 
answer, but defer to your lead on this, so we stay on your message)?  thanks  
mcs
"
120556,"Company Business, Strategy, etc.","Best,
Jeff
"
120674,"Company Business, Strategy, etc.",
120734,"Company Business, Strategy, etc.","=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=
=3D=20
Don't refrain.? Have a great weekend, y'all.=20
gba=20
?"
120787,"Company Business, Strategy, etc.",
120788,"Company Business, Strategy, etc.",
120789,"Company Business, Strategy, etc.","
"
120790,"Company Business, Strategy, etc.","Best,
Jeff
"
121036,"Company Business, Strategy, etc.","
"
121104,"Company Business, Strategy, etc.","Power Hogs May Get Hit In Pocketbook 
Davis favors tiered rate increases 
David Lazarus, Chronicle Staff Writer
Sunday, March 25, 2001 
,2001 San Francisco Chronicle 
URL: 
http://www.sfgate.com/cgi-bin/article.cgi?file=/chronicle/archive/2001/03/25/M
N30195.DTL 
Gov. Gray Davis, faced with the near inevitability of raising consumers' 
electricity bills, is leaning toward a rate system whereby those who use more 
power pay more than those who conserve, The Chronicle has learned. 
Sources close to the governor said he is being lobbied by his own staff 
members to accept a so-called structured rate system. 
Top officials from his own administration told lawmakers Friday that the 
state may end up spending more than twice the $10 billion previously 
estimated to purchase power on behalf of California's near-bankrupt 
utilities. 
If so, the officials warned that consumers' electricity rates could double. 
In the case of Pacific Gas and Electric Co., this would mean customers' 
average monthly power bills would rise from $60 to $120. 
Consumers throughout the Bay Area believe that at least some increase is on 
the way. 
""We're going to have to bite the bullet and pay the money,"" said Larry 
Webster, a retired Caltrans worker in Redwood City. ""We might as well admit 
that electricity is no longer a nickel. It's a dime. If you're going to use 
it, 
let's pay for it."" 
Steve Maviglio, a spokesman for the governor, distanced himself yesterday 
from estimates that rates would double. The figures reported in the press, he 
said, ""were wildly high."" 
""The governor still believes he can live within the existing rate structure, 
"" Maviglio said. ""Until we know the results of the negotiations with the 
utilities, you can't conclude anything."" 
The state is negotiating a multibillion-dollar bailout package with PG&E and 
Southern California Edison Co. to relieve the utilities of about $13 billion 
in debt. 
PG&E and Edison have been saying for months that there is no way California 
can overcome its current energy woes without higher rates. The irony of the 
Davis administration now saying the same thing was not lost on the two 
companies. 
""The state is in the exact same position the utilities were in last fall,"" 
said John Nelson, a PG&E spokesman. ""Either wholesale prices need to come 
down or retail prices need to go up. The disparity is too large."" 
Statewide blackouts last week drove home the precariousness of California's 
energy situation to ratepayers -- and may have served as a blessing in 
disguise for the governor. 
COST VS. OUTAGES
If given a choice between further outages and paying higher rates, many 
consumers said they would accept increases in their power bills. 
""I don't like either choice,"" said Janet Leroux, facing the possibility of a 
gooey mess if the air conditioning goes out at her downtown San Francisco 
candy store. ""But I guess I'd go with higher rates. I sure didn't like the 
blackouts."" 
Publicly, the governor has been insisting for weeks that rates will stay 
within ""the existing rate structure"" -- a stealthy way of saying that 
January's 9 percent increase and an expected 10 percent increase next year 
will remain in place. 
But privately, he and his staff are discussing additional rate increases that 
could be spread over as long as 10 years, sources said. 
Utility executives and power generators told The Chronicle last week that a 
minimum 30 percent rate increase lasting up to a decade is in the cards. 
""For the good of California, it's inevitable,"" said Gary Ackerman, executive 
director of the Western Power Trading Forum, a Menlo Park energy industry 
association. 
Sacramento resident John Hax observed that when temperatures soar in the 
Central Valley this summer, he'd be more than willing to pay a higher price 
for power if this keeps the air conditioners on. 
""It's like gasoline,"" he said. ""I don't like paying higher prices for 
gasoline, but that's the price of doing business."" 
Ratepayers draw the line, though, at any increase topping 10 or 20 percent. 
""If it was 20 percent, I'd probably do it,"" said Tracy resident Mark 
Dougherty. ""But if it was more, like 50 percent, I'd rather go with rolling 
blackouts."" 
""I'd rather have blackouts,"" agreed Jenny Soghomonian, owner of a shoe- 
repair shop in San Francisco's Financial District. ""I don't want to pay rates 
that are so much higher."" 
NOT EVERY COST PALATABLE
This is the tightrope that state officials and industry players now find 
themselves walking: While consumers may be willing to pay more to avoid 
blackouts, they aren't willing to swallow virtually any cost thrown their 
way. 
Yet if rates are not high enough, they may not prevent daily blackout threats 
this summer and beyond. 
""Higher rates are the price signal that it takes for conservation,"" said Tom 
Higgins, senior vice president of Edison International, parent company of 
Southern California Edison. 
Simply put, he meant that most consumers will not aggressively conserve 
power, and thus alleviate shortages, unless there is a financial incentive to 
do so. 
Rebates proposed by the governor have met with only a lukewarm response, 
requiring, critics say, too much effort on the part of individual ratepayers. 
But a sudden spike in monthly power bills almost certainly would prompt 
widespread conservation measures. 
""It adjusts consumer behavior,"" Higgins said. ""People want to get their bills 
back down."" 
RATES' EFFECT ON USAGE
He and other industry sources said higher rates are perhaps the only way 
Californians will achieve the 10 percent conservation goal sought by the 
governor -- a move seen as vital if blackouts are to be avoided this summer. 
""It's intellectually dishonest to think there's any other way out of this,"" 
Higgins said. 
Consumer activists' initial reaction to any talk of a rate increase comes 
across loud and clear: No, no, no. 
""No bailout. No rate increases. No secret deals,"" said Harvey Rosenfield, 
head of the Foundation for Taxpayer and Consumer Rights in Santa Monica. ""We 
need to get back to a regulated system."" 
Rosenfield is the biggest fly in the governor's ointment. He has threatened 
to push through a ballot initiative re-regulating California's power market 
if Davis cannot find a consumer-friendly way out of the current fix. 
Because of Rosenfield's past success in writing a ballot measure on insurance 
rebates, which delivered about $800 million to consumers, his threat is taken 
seriously in Sacramento. 
""We've paid too much already,"" Rosenfield said. ""A fair price is what we were 
promised by deregulation, which was a 20 percent rate decrease."" 
However, when he was asked whether there was any room to discuss a structured 
rate increase such as the idea being promoted by the governor's staff, 
Rosenfield toned down his characteristic rhetoric. 
""Big users should pay more,"" he said after a moment's reflection. ""I'm open 
to a tiered system but only if it's fair."" 
Rosenfield quickly added that he would have to see how other consumer 
advocates felt about the matter before agreeing to negotiate such things with 
Davis. 
MOVE TOWARD STRUCTURED RATES
Clearly, though, momentum is building toward a system of structured power 
rates, which probably would include increases of varying sizes for consumers. 
The California Public Utilities Commission is scheduled to address January's 
9 percent rate increase on Tuesday. That increase originally was given only a 
three-month duration, but most observers expect it to be renewed for at least 
another three months, if not longer. 
PUC President Loretta Lynch declined to comment on the likelihood of rates 
going up but added her voice to those backing a structured system. 
""I am a fan of restructuring rates to exempt conservation,"" she said. ""People 
who use a whole lot of power should pay more."" 
The biggest electricity customer in the state is the state itself, now that 
California is purchasing power on behalf of its cash-poor utilities. The 
state already has spent about $4 billion buying electricity and has yet to 
determine how the cash will be recouped from consumers. 
San Francisco resident Rosita Magee accepts that for California to find its 
energy footing once more, rates will probably be heading up. ""That way, you 
have more convenience and electricity, more stability,"" she said. 
But Magee has come up with another solution, one that doesn't involve rate 
increases and rolling blackouts. 
She's moving to Texas. 
Chronicle staff writers Matthew Stannard and Pia Sarkar contributed to this 
report. / E-mail David Lazarus at dlazarus@sfchronicle.com. 
,2001 San Francisco Chronicle ? Page?A - 1 
"
121710,"Company Business, Strategy, etc.",Jim
121747,"Company Business, Strategy, etc.",
121749,"Company Business, Strategy, etc.","Amen.
"
121752,"Company Business, Strategy, etc.","
"
121755,"Company Business, Strategy, etc.",
121758,"Company Business, Strategy, etc.","
"
121903,"Company Business, Strategy, etc."," 
 - ISO Report An.pdf
 - Previous Inve.pdf"
121943,"Company Business, Strategy, etc.","
??? "
121990,"Company Business, Strategy, etc.", 
122029,"Company Business, Strategy, etc."," - 2001 Tracking Report.doc
 - 2001 Tracking Report.special session.doc
 - sbx1_6_bill_20010419_amended_asm.pdf"
122030,"Company Business, Strategy, etc."," - 2001 Tracking Report.doc
 - 2001 Tracking Report.special session.doc
 - sbx1_6_bill_20010419_amended_asm.pdf"
122436,"Company Business, Strategy, etc.",Copyright 2001 The New York Times Company
122493,"Company Business, Strategy, etc.",
122503,"Company Business, Strategy, etc.","
 "
122671,"Company Business, Strategy, etc.",
122695,"Company Business, Strategy, etc.","CONTACT: Pacific Gas and Electric Company |              News Department,=
=20
415/973-5930"
122735,"Company Business, Strategy, etc.",
122973,"Company Business, Strategy, etc.",Jeff - please put these items together.
123276,"Company Business, Strategy, etc.","http://www.calpx.com/news/newsreleases/CA%20Senate%20Subpoena%205-10-01.pdf
"
123470,"Company Business, Strategy, etc.","May 22, 2001
Houston Chronicle
Local and state 
Plains Resources gets new officers
Former executives of Enron and Kinder Morgan are among those chosen for a new 
slate of officers at Plains Resources, an oil and gas exploration and 
production company that had been sharing management with Plains All American 
Pipeline. They are filling vacancies created by people who went over to the 
pipeline side, said spokeswoman Carolyn Tice. 
John T. Raymond, who was vice president of corporate development at Kinder 
Morgan and Kinder Morgan Energy Partners, was appointed executive vice 
president and chief operating officer of Plains Resources. 
Jere Overdyke Jr., formerly managing director of Enron Global Markets, was 
named executive vice president and chief financial officer. 
Timothy Stephens, formerly chairman, president and chief executive of Abacan 
Resource Corp., was named general counsel and executive vice 
president-administration. 
"
123495,"Company Business, Strategy, etc.","
 "
123561,"Company Business, Strategy, etc."," - IEP Section 390 Rebuttal Testimony 5-22-01.doc
"
123740,"Company Business, Strategy, etc.",
123775,"Company Business, Strategy, etc.","Best,
Jeff"
123875,"Company Business, Strategy, etc.","Sue Mara
Enron Corp.
Tel: (415) 782-7802
Fax:(415) 782-7854"
123964,"Company Business, Strategy, etc.",
124030,"Company Business, Strategy, etc.","A potential drawback over the long term, however, for biomass conversion is=
=20
land use conflicts. The IPCC report notes that by 2100, the global land=20
requirement to feed the growing world population will increase substantiall=
y.=20
""Up until this time there may well be sufficient land to supply all demands=
=20
for food, fibre and energy, but at some stage after that, land-use conflict=
s=20
could arise and before that, competition for water and irrigation may be a=
=20
constraint.""=20
"
124031,"Company Business, Strategy, etc.","Alan Comnes
"
124367,"Company Business, Strategy, etc.","National Desk; Section A=20
The Lesson of When to Give Aid to Free Markets
By DAVID E. SANGER
?=20
06/20/2001=20
The New York Times=20
Page 14, Column 3=20
c. 2001 New York Times Company=20
WASHINGTON, June 19 -- Three weeks ago George W. Bush addressed a sympathet=
ic=20
audience of business executives at the Century Plaza Hotel in Los Angeles a=
nd=20
declared that his administration ''will not take any action that makes=20
California 's problems worse, and that's why I oppose price caps'' on=20
electricity .=20
As he spoke, the Democratic governor of California , Gray Davis, sat=20
impassively on the dais, preparing to meet Mr. Bush and then denounce him f=
or=20
failing to protect California consumers from an electricity market gone wil=
d.=20
Today, the White House halfheartedly welcomed action by federal regulators =
to=20
impose throughout the West a system that looks and smells a lot like price=
=20
caps -- though the White House said it was something different.=20
''This is not a price control,'' Ari Fleischer, the White House spokesman,=
=20
said. ''This is a market-based mitigation plan that now will extend to 11=
=20
Western states.''=20
In fact, it bore some resemblance to a proposal made by 10 leading economis=
ts=20
who urged a middle ground between fixed prices and a deregulated electricit=
y=20
market. Mr. Davis used their proposal to support his position in favor of=
=20
limited price restraints when Mr. Bush visited California .=20
The White House shift from outright opposition to price controls to its mor=
e=20
nuanced position today exemplifies how Mr. Bush has tempered his embrace of=
=20
completely unfettered markets in recent weeks. He didn't have much choice.=
=20
As the threat of blackouts loomed, demands for action rose from officials o=
f=20
both parties and from consumers in the West. It was almost possible to hear=
=20
sighs of relief at the White House today that the Federal Energy Regulatory=
=20
Commission -- an independent body in the Energy Department -- had moved to=
=20
turn down the political heat.=20
In fact, while some House Democrats are still pressing for firmer caps on=
=20
prices, Senators Dianne Feinstein, Democrat of California , and Gordon H.=
=20
Smith, Republican of Oregon, withdrew a bill that would have placed strict=
=20
price controls on electricity sold in Western markets.=20
Senator Feinstein said the White House could call yesterday's regulatory=20
action ''mitigation'' or anything else it pleased.=20
''A rose is a rose by any other name,'' she said today.=20
And a free market is not always free. Two weeks ago the administration said=
=20
it would rescue steel companies and steelworkers who have long complained=
=20
about unfair competition from South Korea, Taiwan, China, Brazil, Germany,=
=20
Russia and Ukraine. The White House defended the action by saying it was th=
e=20
only way for the industry to adjust to a new competitive environment.=20
Last month, with no major announcements at the White House, the Bush=20
administration voted for International Monetary Fund aid to two countries,=
=20
Turkey and Argentina, that (like California ) had made some economically=20
disastrous political decisions.=20
In each case, Mr. Bush's economic orthodoxies were tempered by political=20
realities.=20
The California crisis was one thing when it involved a Democratic governor =
in=20
a state Mr. Bush lost by a million votes; it was another, one of his aides=
=20
conceded today, when congressional Republicans from around the West were=20
warning Mr. Bush that blackouts and sky-high prices could blow up in his=20
first year in office.=20
''We heard from a lot of members of Congress who feared that Republicans=20
would be tarred with worsening the problem, even though it happened on Gray=
=20
Davis's watch,'' the political aide said. ''The president took that on=20
board.''=20
Similarly, the steel decision was partly about enforcing laws against=20
''dumping'' foreign products in the market -- and partly about Mr. Bush's=
=20
desire to convince labor unions not to block his trade agenda. Like=20
Californians coping with higher energy prices, the steelworkers need time t=
o=20
adjust to a new world, the administration said.=20
''Open markets improve the lives of people by increasing opportunity, choic=
e=20
and economic freedom,'' Robert B. Zoellick, Mr. Bush's trade representative=
,=20
said in an interview today. ''But compassionate conservatism also recognize=
s=20
the reality that the effects of rapid change fall harder on some communitie=
s=20
and industries,'' which, he said, need ''vital breathing space to adapt to=
=20
change.''=20
While Mr. Bush expressed deep reservations about I.M.F. bailouts during the=
=20
presidential campaign, the situation seemed a bit more complicated once he=
=20
got to Washington. The State and Defense Departments feared that if Turkey=
=20
were engulfed in economic chaos, and blamed the United States for failing t=
o=20
come to its aid, its leaders might be less inclined to let American fighter=
=20
jets use its territory to mount missions over Iraq.=20
So given the choice between letting the Turkish people pay a high price for=
=20
political mistakes -- Californians take note -- and weakening American=20
pressure on Saddam Hussein, Mr. Bush decided that economic niceties were le=
ss=20
important than political consistency. Mr. Bush chose the Pentagon over the=
=20
Treasury.=20
Administration officials said these actions did not represent a retreat fro=
m=20
let-the-markets-prevail orthodoxy.=20
Lawrence B. Lindsey, Mr. Bush's chief economic adviser, said in an intervie=
w=20
today that he opposed price caps at the beginning of the California crisis=
=20
and that he opposed them now. But he would not criticize the federal=20
commission for ''mitigating'' price spikes in the market.=20
''What they are trying to do is achieve two incompatible missions --=20
preserving what is called 'just and reasonable pricing' and assuring an=20
adaquate supply of electricity ,'' Mr. Lindsey said. Yet the reality, he=20
added, is that new supplies of electricity will not become available for a=
=20
year or more. ''FERC is doing its best to square that circle in the face of=
=20
the fundamental problem, which is inadequate supply,'' he said.=20
That is the kind of argument that keeps economists happily arguing for hour=
s.=20
It is not likely to be the kind of argument Mr. Bush himself is likely to=
=20
engage in for long. As one of his political advisers said the other day,=20
''Don't think about this purely in terms of megawatts. We need to produce=
=20
more electricity , but we also need to produce some more seats in the=20
House.''=20
"
124454,"Company Business, Strategy, etc.",Alan Comnes
12447,"Company Business, Strategy, etc.","Attention: Mr. Kenneth L. Lay. Chairman & CEO, Enron Energy, Houston
Dear Mr. Lay:
Please find the attachment of the NXE Energy Executive Summary Report prepared by Dr. M. X. Francois, The Director of the Fluid Mechanics Laboratory of the French National Scientific Research Agency (CNRS). The Submission of this and all other information is of course confidential.
The report combined with conversation's held with Dr. Francois recommends that because of the success of the ""Alpha"" Prototype testing we should proceed with an Industrial ""Beta"" model with certain modification's to the circuit piping system design, and insert a turbine and generator after completing sizing and a designed computer model.
Again wishing you and Enron the best,
NXE Energy
David Taylor, Co-Founder & CSO
Telephone (toll free) 877 696-0800
Cell Phone : 415 722 2846   
 - cogen_exec_sum4.doc "
124472,"Company Business, Strategy, etc.","Phillip Allen: people on the call were wondering if there are any informal 
messages the West gas desk would like to relay to FERC staff. Notes, however, 
that ex parte contacts such as these generally must avoid issues that are 
being currently litigated by the FERC.
"
124473,"Company Business, Strategy, etc."," 
"
124520,"Company Business, Strategy, etc.","With Congress out of session starting COB on Thursday, we will need 
information pulled together by tomorrow COB to get the final product in the 
hands of congressional types and others who can use it on a timely basis.  
Thanks."
124533,"Company Business, Strategy, etc.","As to point #1, on the deal last year, we just need a similar ""back of the 
envelope"" calculation on what California could have saved had California 
taken us up on the offers we and others made.  Any guidance on where to get 
that would be most helpful."
124672,"Company Business, Strategy, etc.","
"
124677,"Company Business, Strategy, etc.",
